ticketid,person,age,seat,team,eventType,date,gate,products
202,Julian Monday,21,A13,null,null,5-Feb,A,[Hotdog]
357,Crew Susanna,20,A13,null,null,13-Feb,A,[Hotdog]
173,Charis June,32,A13,null,null,23-Feb,A,"[Softdrink,Hotdog]"
99,Lorraine Alyse,34,A13,null,null,20-Feb,A,[Softdrink]
16,Carey Dakota,21,A13,null,null,21-Jan,A,"[Softdrink,Hotdog,Book]"
159,Crew Susanna,20,A4,null,null,11-Feb,A,[Hotdog]
391,Carey Dakota,21,A4,null,null,16-Feb,A,"[Softdrink,Hotdog]"
70,Alysa Sara,35,A4,null,null,20-Jan,A,[Softdrink]
82,Ferdinand Dwain,34,A4,null,null,19-Feb,A,[]
1,Crew Susanna,20,A4,null,null,19-Jan,A,"[Softdrink,Book]"
278,Dennis Roseanne,38,A4,null,null,6-Feb,A,"[Softdrink,Hotdog,Book]"
198,Gertrude Jezza,20,A4,null,null,5-Feb,A,"[Hotdog,Book]"
474,Crispin Ralf,18,A4,A,Warning,21-Jan,A,"[Softdrink,Hotdog,Beer]"
298,Mikayla Nevil,24,A4,null,null,8-Feb,A,"[Hotdog,Beer]"
273,Rebekah Sharlene,40,A4,null,null,5-Feb,A,"[Softdrink,Hotdog,Book]"
25,Rebekah Sharlene,40,A4,null,null,22-Jan,A,"[Hotdog,Book]"
313,Rodger Dorine,21,A4,null,null,9-Feb,A,"[Softdrink,Beer]"
441,Karter Eppie,32,A4,null,null,20-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
222,Kristins Vin,26,A4,null,null,1-Feb,A,"[Softdrink,Hotdog]"
56,Praise Karina,39,A4,null,null,25-Jan,A,"[Softdrink,Hotdog]"
417,Jeane Rosalie,32,A4,null,null,18-Feb,A,"[Softdrink,Hotdog]"
46,Gertrude Jezza,20,A4,null,null,24-Jan,A,"[Softdrink,Hotdog]"
135,Byrne Oralie,18,A4,null,null,24-Feb,A,"[Hotdog,Beer]"
244,Debbi Carley,35,A4,null,null,3-Feb,A,"[Softdrink,Hotdog]"
404,Alysa Sara,35,A4,null,null,17-Feb,A,[Softdrink]
353,Byrne Oralie,18,A4,null,null,13-Feb,A,[Beer]
123,Tad Kathryn,29,A4,null,null,22-Feb,A,[Beer]
233,Pece Ravi,30,A4,null,null,2-Feb,A,[Hotdog]
512,Crispin Ralf,18,A4,A,Warning,21-Feb,A,"[Softdrink,Hotdog,Beer]"
431,Praise Karina,39,A4,null,null,19-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
463,Debbi Carley,35,A4,null,null,23-Feb,A,[Hotdog]
257,Roseanne Winfield,23,A4,null,null,4-Feb,A,"[Softdrink,Hotdog]"
211,Lexi Kester,32,A4,null,null,10-Feb,A,[Softdrink]
367,Byrne Oralie,18,A4,null,null,14-Feb,A,[Hotdog]
36,Charis June,32,A4,null,null,23-Jan,A,"[Softdrink,Beer]"
186,Ty Jenessa,33,A4,null,null,7-Feb,A,"[Softdrink,Hotdog]"
289,Humphrey Tamela,20,A4,null,null,7-Feb,A,"[Softdrink,Hotdog]"
341,Kristins Vin,26,A4,null,null,12-Feb,A,"[Softdrink,Hotdog,Book]"
96,Debbi Carley,35,A4,null,null,20-Feb,A,"[Hotdog,Book,Beer]"
455,Pece Ravi,30,A4,null,null,22-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
324,Connie Nadia,32,A4,null,null,10-Feb,A,"[Hotdog,Book]"
39,Ferdinand Dwain,34,A14,null,null,23-Jan,A,"[Softdrink,Hotdog]"
344,Praise Karina,39,A14,null,null,12-Feb,A,"[Softdrink,Hotdog,Beer]"
370,Justina Marisa,38,A14,null,null,14-Feb,A,"[Softdrink,Hotdog]"
189,Rodger Dorine,21,A14,null,null,7-Feb,A,"[Hotdog,Beer]"
301,Julian Monday,21,A14,null,null,8-Feb,A,"[Softdrink,Hotdog,Beer]"
49,Rebekah Sharlene,40,A14,null,null,24-Jan,A,[Hotdog]
190,Ibrahim Gerarda,29,A14,null,null,7-Feb,A,"[Softdrink,Hotdog,Beer]"
137,Melville Brenden,37,A14,null,null,24-Feb,A,"[Softdrink,Beer]"
457,Byrne Oralie,18,A14,null,null,22-Feb,A,"[Hotdog,Book,Beer]"
275,Humphrey Tamela,20,A14,null,null,5-Feb,A,[Softdrink]
215,Baxter Georgene,24,A14,null,null,10-Feb,A,[]
160,Mikayla Nevil,24,A14,null,null,11-Feb,A,"[Softdrink,Hotdog]"
246,Roseanne Winfield,23,A14,null,null,3-Feb,A,[Softdrink]
115,Gertrude Jezza,20,A14,null,null,21-Feb,A,"[Softdrink,Hotdog,Book]"
173,Charis June,32,A14,null,null,23-Feb,A,"[Softdrink,Hotdog]"
27,Kristins Vin,26,A14,null,null,22-Jan,A,[Softdrink]
17,Moreen Caren,29,A14,null,null,21-Jan,A,"[Hotdog,Book]"
261,Alysa Sara,35,A14,null,null,4-Feb,A,"[Softdrink,Hotdog,Book]"
443,Baxter Georgene,24,A14,null,null,20-Feb,A,[]
203,Carissa Alexandria,19,A14,null,null,5-Feb,A,"[Softdrink,Beer]"
72,Charis June,32,A14,null,null,20-Jan,A,"[Softdrink,Hotdog]"
100,Gertrude Jezza,20,A14,null,null,20-Feb,A,"[Softdrink,Book]"
449,Sinclair Blythe,30,A14,null,null,21-Feb,A,"[Softdrink,Hotdog,Beer]"
421,Melville Brenden,37,A14,null,null,18-Feb,A,"[Softdrink,Hotdog]"
149,Lexi Kester,32,A14,null,null,25-Feb,A,"[Softdrink,Book,Beer]"
211,Lexi Kester,32,A14,null,null,10-Feb,A,[Softdrink]
409,Crew Susanna,20,A14,null,null,17-Feb,A,[Hotdog]
281,Gertie Cierra,33,A14,null,null,6-Feb,A,"[Softdrink,Hotdog]"
227,Charis June,32,A14,null,null,1-Feb,A,"[Softdrink,Beer]"
433,Dennis Roseanne,38,A14,null,null,19-Feb,A,"[Softdrink,Hotdog]"
317,Jeane Rosalie,32,A14,null,null,9-Feb,A,"[Hotdog,Beer]"
2,Alysa Sara,35,A14,null,null,19-Jan,A,"[Hotdog,Book]"
382,Carissa Alexandria,19,A14,null,null,15-Feb,A,"[Softdrink,Beer]"
176,Kade Fae,21,A14,null,null,23-Feb,A,"[Softdrink,Hotdog,Beer]"
357,Crew Susanna,20,A14,null,null,13-Feb,A,[Hotdog]
162,Praise Karina,39,A14,null,null,11-Feb,A,"[Softdrink,Beer]"
238,Lorraine Alyse,34,A14,null,null,2-Feb,A,"[Softdrink,Hotdog]"
59,Byrne Oralie,18,A14,null,null,25-Jan,A,"[Softdrink,Hotdog]"
395,Byrne Oralie,18,A14,null,null,16-Feb,A,"[Softdrink,Hotdog]"
175,Julian Monday,21,A9,null,null,23-Feb,A,"[Softdrink,Book]"
291,Baxter Georgene,24,A9,null,null,7-Feb,A,"[Softdrink,Hotdog,Beer]"
206,Karter Eppie,32,A9,null,null,5-Feb,A,"[Softdrink,Book]"
82,Ferdinand Dwain,34,A9,null,null,19-Feb,A,[]
480,Sanjana Pooja,21,A9,C,Eject,25-Jan,A,[Beer]
84,Kristins Vin,26,A9,null,null,19-Feb,A,"[Hotdog,Book,Beer]"
279,Suz Sophie,27,A9,null,null,6-Feb,A,[Softdrink]
26,Mikayla Nevil,24,A9,null,null,22-Jan,A,"[Softdrink,Hotdog,Beer]"
188,Mikayla Nevil,24,A9,null,null,7-Feb,A,[Softdrink]
37,Debbi Carley,35,A9,null,null,23-Jan,A,"[Softdrink,Beer]"
456,Sinclair Blythe,30,A9,null,null,22-Feb,A,"[Softdrink,Book]"
300,Ibrahim Gerarda,29,A9,null,null,8-Feb,A,"[Softdrink,Hotdog,Beer]"
161,Ogden Terrance,26,A9,null,null,11-Feb,A,[Hotdog]
48,Lexi Kester,32,A9,null,null,24-Jan,A,"[Softdrink,Beer]"
379,Gertrude Jezza,20,A9,null,null,15-Feb,A,[]
464,Ty Jenessa,33,A9,null,null,23-Feb,A,"[Softdrink,Hotdog]"
124,Debbi Carley,35,A9,null,null,22-Feb,A,"[Softdrink,Hotdog,Beer]"
326,Kristins Vin,26,A9,null,null,10-Feb,A,[]
200,Lorraine Alyse,34,A9,null,null,5-Feb,A,"[Softdrink,Hotdog,Book]"
245,Gertie Cierra,33,A9,null,null,3-Feb,A,"[Softdrink,Hotdog]"
13,Connell Sela,37,A9,null,null,21-Jan,A,"[Softdrink,Hotdog,Beer]"
136,Rebekah Sharlene,40,A9,null,null,24-Feb,A,[Beer]
420,Connell Sela,37,A9,null,null,18-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
2,Alysa Sara,35,A9,null,null,19-Jan,A,"[Hotdog,Book]"
224,Ren Aron,37,A9,null,null,1-Feb,A,[Hotdog]
394,Pece Ravi,30,A9,null,null,16-Feb,A,[Softdrink]
71,Dennis Roseanne,38,A9,null,null,20-Jan,A,"[Hotdog,Book]"
342,Baxter Georgene,24,A9,null,null,12-Feb,A,"[Softdrink,Hotdog]"
334,Lexi Kester,32,A9,null,null,11-Feb,A,"[Softdrink,Hotdog,Book]"
407,Gertrude Jezza,20,A9,null,null,17-Feb,A,[Softdrink]
97,Melville Brenden,37,A9,null,null,20-Feb,A,"[Hotdog,Book]"
213,Justina Marisa,38,A9,null,null,10-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
518,Oswin Tillie,24,A9,C,Eject,25-Feb,A,[Beer]
442,Marcy Ruthie,21,A9,null,null,20-Feb,A,[Softdrink]
368,Karter Eppie,32,A9,null,null,14-Feb,A,"[Softdrink,Hotdog,Book]"
314,Roseanne Winfield,23,A9,null,null,9-Feb,A,"[Softdrink,Hotdog]"
259,Pece Ravi,30,A9,null,null,4-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
160,Mikayla Nevil,24,A7,null,null,11-Feb,A,"[Softdrink,Hotdog]"
325,Charis June,32,A7,null,null,10-Feb,A,"[Softdrink,Hotdog]"
475,Kortney Gord,20,A7,A,Eject,22-Jan,A,"[Softdrink,Beer]"
446,Ty Jenessa,33,A7,null,null,21-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
406,Baxter Georgene,24,A7,null,null,17-Feb,A,[Softdrink]
471,Crispin Ralf,18,A7,A,Warning,19-Jan,A,[Beer]
47,Roseanne Winfield,23,A7,null,null,24-Jan,A,[]
36,Charis June,32,A7,null,null,23-Jan,A,"[Softdrink,Beer]"
279,Suz Sophie,27,A7,null,null,6-Feb,A,[Softdrink]
71,Dennis Roseanne,38,A7,null,null,20-Jan,A,"[Hotdog,Book]"
186,Ty Jenessa,33,A7,null,null,7-Feb,A,"[Softdrink,Hotdog]"
367,Byrne Oralie,18,A7,null,null,14-Feb,A,[Hotdog]
472,Kortney Gord,20,A7,A,Knife,19-Jan,A,[Beer]
199,Dennis Roseanne,38,A7,null,null,5-Feb,A,"[Softdrink,Hotdog]"
174,Sinclair Blythe,30,A7,null,null,23-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
258,Praise Karina,39,A7,null,null,4-Feb,A,[]
510,Kortney Gord,20,A7,A,Knife,19-Feb,A,[Beer]
509,Crispin Ralf,18,A7,A,Warning,19-Feb,A,[Beer]
135,Byrne Oralie,18,A7,null,null,24-Feb,A,"[Hotdog,Beer]"
212,Bethel Romy,32,A7,null,null,10-Feb,A,"[Softdrink,Beer]"
480,Sanjana Pooja,21,A7,C,Eject,25-Jan,A,[Beer]
112,Gertie Cierra,33,A7,null,null,21-Feb,A,"[Book,Beer]"
332,Gertie Cierra,33,A7,null,null,11-Feb,A,[Hotdog]
314,Roseanne Winfield,23,A7,null,null,9-Feb,A,"[Softdrink,Hotdog]"
101,Rebekah Sharlene,40,A7,null,null,20-Feb,A,[Softdrink]
224,Ren Aron,37,A7,null,null,1-Feb,A,[Hotdog]
300,Ibrahim Gerarda,29,A7,null,null,8-Feb,A,"[Softdrink,Hotdog,Beer]"
97,Melville Brenden,37,A7,null,null,20-Feb,A,"[Hotdog,Book]"
392,Charis June,32,A7,null,null,16-Feb,A,"[Book,Beer]"
355,Praise Karina,39,A7,null,null,13-Feb,A,"[Softdrink,Hotdog,Book]"
419,Ferdinand Dwain,34,A7,null,null,18-Feb,A,"[Softdrink,Beer]"
518,Oswin Tillie,24,A7,C,Eject,25-Feb,A,[Beer]
513,Kortney Gord,20,A7,A,Eject,22-Feb,A,"[Softdrink,Hotdog,Beer]"
290,Pece Ravi,30,A7,null,null,7-Feb,A,"[Softdrink,Hotdog,Book]"
209,Ferdinand Dwain,34,A16,null,null,5-Feb,A,"[Book,Beer]"
370,Justina Marisa,38,A16,null,null,14-Feb,A,"[Softdrink,Hotdog]"
239,Lexi Kester,32,A16,null,null,2-Feb,A,[]
204,Suz Sophie,27,A16,null,null,5-Feb,A,[Beer]
292,Sinclair Blythe,30,A16,null,null,7-Feb,A,"[Softdrink,Hotdog]"
409,Crew Susanna,20,A16,null,null,17-Feb,A,[Hotdog]
84,Kristins Vin,26,A16,null,null,19-Feb,A,"[Hotdog,Book,Beer]"
113,Connell Sela,37,A16,null,null,21-Feb,A,[Softdrink]
247,Sinclair Blythe,30,A16,null,null,3-Feb,A,"[Softdrink,Hotdog]"
61,Bethel Romy,32,A16,null,null,25-Jan,A,"[Softdrink,Book]"
261,Alysa Sara,35,A16,null,null,4-Feb,A,"[Softdrink,Hotdog,Book]"
163,Jeane Rosalie,32,A16,null,null,11-Feb,A,[Book]
433,Dennis Roseanne,38,A16,null,null,19-Feb,A,"[Softdrink,Hotdog]"
357,Crew Susanna,20,A16,null,null,13-Feb,A,[Hotdog]
421,Melville Brenden,37,A16,null,null,18-Feb,A,"[Softdrink,Hotdog]"
150,Baxter Georgene,24,A16,null,null,25-Feb,A,"[Book,Beer]"
396,Moreen Caren,29,A16,null,null,16-Feb,A,"[Softdrink,Beer]"
327,Ty Jenessa,33,A16,null,null,10-Feb,A,"[Hotdog,Book,Beer]"
115,Gertrude Jezza,20,A16,null,null,21-Feb,A,"[Softdrink,Hotdog,Book]"
317,Jeane Rosalie,32,A16,null,null,9-Feb,A,"[Hotdog,Beer]"
101,Rebekah Sharlene,40,A16,null,null,20-Feb,A,[Softdrink]
49,Rebekah Sharlene,40,A16,null,null,24-Jan,A,[Hotdog]
170,Ibrahim Gerarda,29,A16,null,null,11-Feb,A,"[Softdrink,Hotdog]"
382,Carissa Alexandria,19,A16,null,null,15-Feb,A,"[Softdrink,Beer]"
177,Baxter Georgene,24,A16,null,null,23-Feb,A,[Book]
215,Baxter Georgene,24,A16,null,null,10-Feb,A,[]
107,Kristins Vin,26,A16,null,null,20-Feb,A,[Softdrink]
137,Melville Brenden,37,A16,null,null,24-Feb,A,"[Softdrink,Beer]"
125,Crew Susanna,20,A16,null,null,22-Feb,A,"[Hotdog,Book]"
28,Moreen Caren,29,A16,null,null,22-Jan,A,"[Softdrink,Hotdog,Book,Beer]"
18,Crew Susanna,20,A16,null,null,21-Jan,A,[Beer]
72,Charis June,32,A16,null,null,20-Jan,A,"[Softdrink,Hotdog]"
346,Lorraine Alyse,34,A16,null,null,12-Feb,A,"[Softdrink,Hotdog]"
189,Rodger Dorine,21,A16,null,null,7-Feb,A,"[Hotdog,Beer]"
281,Gertie Cierra,33,A16,null,null,6-Feb,A,"[Softdrink,Hotdog]"
457,Byrne Oralie,18,A16,null,null,22-Feb,A,"[Hotdog,Book,Beer]"
302,Marcy Ruthie,21,A16,null,null,8-Feb,A,[Softdrink]
39,Ferdinand Dwain,34,A16,null,null,23-Jan,A,"[Softdrink,Hotdog]"
227,Charis June,32,A16,null,null,1-Feb,A,"[Softdrink,Beer]"
466,Byrne Oralie,18,A16,null,null,23-Feb,A,[Beer]
410,Carissa Alexandria,19,A17,null,null,17-Feb,A,[Softdrink]
327,Ty Jenessa,33,A17,null,null,10-Feb,A,"[Hotdog,Book,Beer]"
346,Lorraine Alyse,34,A17,null,null,12-Feb,A,"[Softdrink,Hotdog]"
215,Baxter Georgene,24,A17,null,null,10-Feb,A,[]
457,Byrne Oralie,18,A17,null,null,22-Feb,A,"[Hotdog,Book,Beer]"
164,Lorraine Alyse,34,A17,null,null,11-Feb,A,"[Softdrink,Hotdog]"
150,Baxter Georgene,24,A17,null,null,25-Feb,A,"[Book,Beer]"
113,Connell Sela,37,A17,null,null,21-Feb,A,[Softdrink]
61,Bethel Romy,32,A17,null,null,25-Jan,A,"[Softdrink,Book]"
116,Ogden Terrance,26,A17,null,null,21-Feb,A,"[Hotdog,Beer]"
227,Charis June,32,A17,null,null,1-Feb,A,"[Softdrink,Beer]"
422,Ty Jenessa,33,A17,null,null,18-Feb,A,[Softdrink]
261,Alysa Sara,35,A17,null,null,4-Feb,A,"[Softdrink,Hotdog,Book]"
209,Ferdinand Dwain,34,A17,null,null,5-Feb,A,"[Book,Beer]"
282,Carey Dakota,21,A17,null,null,6-Feb,A,"[Softdrink,Hotdog]"
190,Ibrahim Gerarda,29,A17,null,null,7-Feb,A,"[Softdrink,Hotdog,Beer]"
125,Crew Susanna,20,A17,null,null,22-Feb,A,"[Hotdog,Book]"
302,Marcy Ruthie,21,A17,null,null,8-Feb,A,[Softdrink]
106,Kade Fae,21,A17,null,null,20-Feb,A,"[Softdrink,Hotdog,Beer]"
293,Gertrude Jezza,20,A17,null,null,7-Feb,A,"[Softdrink,Book,Beer]"
49,Rebekah Sharlene,40,A17,null,null,24-Jan,A,[Hotdog]
466,Byrne Oralie,18,A17,null,null,23-Feb,A,[Beer]
239,Lexi Kester,32,A17,null,null,2-Feb,A,[]
84,Kristins Vin,26,A17,null,null,19-Feb,A,"[Hotdog,Book,Beer]"
434,Marcy Ruthie,21,A17,null,null,19-Feb,A,[Softdrink]
72,Charis June,32,A17,null,null,20-Jan,A,"[Softdrink,Hotdog]"
40,Pece Ravi,30,A17,null,null,23-Jan,A,"[Hotdog,Book,Beer]"
397,Dennis Roseanne,38,A17,null,null,16-Feb,A,"[Softdrink,Hotdog,Book]"
18,Crew Susanna,20,A17,null,null,21-Jan,A,[Beer]
177,Baxter Georgene,24,A17,null,null,23-Feb,A,[Book]
247,Sinclair Blythe,30,A17,null,null,3-Feb,A,"[Softdrink,Hotdog]"
370,Justina Marisa,38,A17,null,null,14-Feb,A,"[Softdrink,Hotdog]"
28,Moreen Caren,29,A17,null,null,22-Jan,A,"[Softdrink,Hotdog,Book,Beer]"
138,Bethel Romy,32,A17,null,null,24-Feb,A,"[Softdrink,Book,Beer]"
358,Lorraine Alyse,34,A17,null,null,13-Feb,A,"[Softdrink,Book,Beer]"
317,Jeane Rosalie,32,A17,null,null,9-Feb,A,"[Hotdog,Beer]"
163,Jeane Rosalie,32,A17,null,null,11-Feb,A,[Book]
383,Ferdinand Dwain,34,A17,null,null,15-Feb,A,"[Softdrink,Hotdog]"
101,Rebekah Sharlene,40,A17,null,null,20-Feb,A,[Softdrink]
204,Suz Sophie,27,A17,null,null,5-Feb,A,[Beer]
418,Ren Aron,37,A5,null,null,18-Feb,A,"[Softdrink,Hotdog]"
341,Kristins Vin,26,A5,null,null,12-Feb,A,"[Softdrink,Hotdog,Book]"
392,Charis June,32,A5,null,null,16-Feb,A,"[Book,Beer]"
478,Crispin Ralf,18,A5,B,Warning,24-Jan,A,"[Hotdog,Book,Beer]"
234,Rebekah Sharlene,40,A5,null,null,2-Feb,A,"[Softdrink,Book]"
1,Crew Susanna,20,A5,null,null,19-Jan,A,"[Softdrink,Book]"
290,Pece Ravi,30,A5,null,null,7-Feb,A,"[Softdrink,Hotdog,Book]"
432,Ren Aron,37,A5,null,null,19-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
186,Ty Jenessa,33,A5,null,null,7-Feb,A,"[Softdrink,Hotdog]"
367,Byrne Oralie,18,A5,null,null,14-Feb,A,[Hotdog]
299,Ogden Terrance,26,A5,null,null,8-Feb,A,[Softdrink]
441,Karter Eppie,32,A5,null,null,20-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
70,Alysa Sara,35,A5,null,null,20-Jan,A,[Softdrink]
160,Mikayla Nevil,24,A5,null,null,11-Feb,A,"[Softdrink,Hotdog]"
111,Rebekah Sharlene,40,A5,null,null,21-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
147,Byrne Oralie,18,A5,null,null,25-Feb,A,[Hotdog]
25,Rebekah Sharlene,40,A5,null,null,22-Jan,A,"[Hotdog,Book]"
516,Crispin Ralf,18,A5,B,Warning,24-Feb,A,"[Softdrink,Beer]"
198,Gertrude Jezza,20,A5,null,null,5-Feb,A,"[Hotdog,Book]"
82,Ferdinand Dwain,34,A5,null,null,19-Feb,A,[]
244,Debbi Carley,35,A5,null,null,3-Feb,A,"[Softdrink,Hotdog]"
211,Lexi Kester,32,A5,null,null,10-Feb,A,[Softdrink]
123,Tad Kathryn,29,A5,null,null,22-Feb,A,[Beer]
12,Lexi Kester,32,A5,null,null,21-Jan,A,[Book]
446,Ty Jenessa,33,A5,null,null,21-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
258,Praise Karina,39,A5,null,null,4-Feb,A,[]
313,Rodger Dorine,21,A5,null,null,9-Feb,A,"[Softdrink,Beer]"
324,Connie Nadia,32,A5,null,null,10-Feb,A,"[Hotdog,Book]"
222,Kristins Vin,26,A5,null,null,1-Feb,A,"[Softdrink,Hotdog]"
354,Moreen Caren,29,A5,null,null,13-Feb,A,[Softdrink]
332,Gertie Cierra,33,A5,null,null,11-Feb,A,[Hotdog]
36,Charis June,32,A5,null,null,23-Jan,A,"[Softdrink,Beer]"
278,Dennis Roseanne,38,A5,null,null,6-Feb,A,"[Softdrink,Hotdog,Book]"
57,Ibrahim Gerarda,29,A5,null,null,25-Jan,A,"[Softdrink,Book,Beer]"
455,Pece Ravi,30,A5,null,null,22-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
96,Debbi Carley,35,A5,null,null,20-Feb,A,"[Hotdog,Book,Beer]"
404,Alysa Sara,35,A5,null,null,17-Feb,A,[Softdrink]
249,Praise Karina,39,A19,null,null,3-Feb,A,[Softdrink]
318,Carey Dakota,21,A19,null,null,9-Feb,A,[Hotdog]
85,Crew Susanna,20,A19,null,null,19-Feb,A,"[Book,Beer]"
28,Moreen Caren,29,A19,null,null,22-Jan,A,"[Softdrink,Hotdog,Book,Beer]"
347,Carey Dakota,21,A19,null,null,12-Feb,A,"[Hotdog,Beer]"
282,Carey Dakota,21,A19,null,null,6-Feb,A,"[Softdrink,Hotdog]"
191,Crew Susanna,20,A19,null,null,7-Feb,A,"[Softdrink,Hotdog,Book]"
435,Humphrey Tamela,20,A19,null,null,19-Feb,A,"[Hotdog,Beer]"
113,Connell Sela,37,A19,null,null,21-Feb,A,[Softdrink]
62,Sinclair Blythe,30,A19,null,null,25-Jan,A,"[Softdrink,Hotdog,Book,Beer]"
138,Bethel Romy,32,A19,null,null,24-Feb,A,"[Softdrink,Book,Beer]"
164,Lorraine Alyse,34,A19,null,null,11-Feb,A,"[Softdrink,Hotdog]"
102,Crew Susanna,20,A19,null,null,20-Feb,A,[]
303,Bethel Romy,32,A19,null,null,8-Feb,A,"[Book,Beer]"
73,Connell Sela,37,A19,null,null,20-Jan,A,"[Book,Beer]"
328,Carey Dakota,21,A19,null,null,10-Feb,A,[Book]
240,Ty Jenessa,33,A19,null,null,2-Feb,A,"[Softdrink,Hotdog]"
41,Melville Brenden,37,A19,null,null,23-Jan,A,[Softdrink]
458,Ferdinand Dwain,34,A19,null,null,22-Feb,A,"[Softdrink,Hotdog]"
411,Tad Kathryn,29,A19,null,null,17-Feb,A,"[Softdrink,Book,Beer]"
422,Ty Jenessa,33,A19,null,null,18-Feb,A,[Softdrink]
206,Karter Eppie,32,A19,null,null,5-Feb,A,"[Softdrink,Book]"
19,Gertie Cierra,33,A19,null,null,21-Jan,A,"[Hotdog,Book]"
216,Gertie Cierra,33,A19,null,null,10-Feb,A,"[Softdrink,Hotdog,Beer]"
398,Lexi Kester,32,A19,null,null,16-Feb,A,[]
371,Roseanne Winfield,23,A19,null,null,14-Feb,A,[Softdrink]
50,Baxter Georgene,24,A19,null,null,24-Jan,A,"[Hotdog,Beer]"
228,Ogden Terrance,26,A19,null,null,1-Feb,A,"[Hotdog,Beer]"
263,Ferdinand Dwain,34,A19,null,null,4-Feb,A,[Hotdog]
360,Sinclair Blythe,30,A19,null,null,13-Feb,A,"[Softdrink,Hotdog,Book]"
125,Crew Susanna,20,A19,null,null,22-Feb,A,"[Hotdog,Book]"
293,Gertrude Jezza,20,A19,null,null,7-Feb,A,"[Softdrink,Book,Beer]"
152,Dennis Roseanne,38,A19,null,null,25-Feb,A,"[Hotdog,Beer]"
97,Melville Brenden,37,A19,null,null,20-Feb,A,"[Hotdog,Book]"
198,Gertrude Jezza,20,A19,null,null,5-Feb,A,"[Hotdog,Book]"
3,Connell Sela,37,A19,null,null,19-Jan,A,"[Softdrink,Hotdog,Beer]"
117,Byrne Oralie,18,A19,null,null,21-Feb,A,"[Softdrink,Hotdog,Beer]"
466,Byrne Oralie,18,A19,null,null,23-Feb,A,[Beer]
178,Praise Karina,39,A19,null,null,23-Feb,A,"[Softdrink,Beer]"
384,Jeane Rosalie,32,A19,null,null,15-Feb,A,"[Softdrink,Beer]"
456,Sinclair Blythe,30,A10,null,null,22-Feb,A,"[Softdrink,Book]"
473,Sanjana Pooja,21,A10,A,Warning,19-Jan,A,"[Softdrink,Hotdog,Beer]"
124,Debbi Carley,35,A10,null,null,22-Feb,A,"[Softdrink,Hotdog,Beer]"
105,Sinclair Blythe,30,A10,null,null,20-Feb,A,"[Softdrink,Book]"
161,Ogden Terrance,26,A10,null,null,11-Feb,A,[Hotdog]
26,Mikayla Nevil,24,A10,null,null,22-Jan,A,"[Softdrink,Hotdog,Beer]"
326,Kristins Vin,26,A10,null,null,10-Feb,A,[]
201,Justina Marisa,38,A10,null,null,5-Feb,A,"[Softdrink,Book,Beer]"
479,Sanjana Pooja,21,A10,C,Warning,24-Jan,A,"[Hotdog,Beer]"
225,Ferdinand Dwain,34,A10,null,null,1-Feb,A,"[Softdrink,Hotdog]"
291,Baxter Georgene,24,A10,null,null,7-Feb,A,"[Softdrink,Hotdog,Beer]"
369,Rebekah Sharlene,40,A10,null,null,14-Feb,A,[Hotdog]
213,Justina Marisa,38,A10,null,null,10-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
235,Ren Aron,37,A10,null,null,2-Feb,A,"[Softdrink,Book]"
420,Connell Sela,37,A10,null,null,18-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
314,Roseanne Winfield,23,A10,null,null,9-Feb,A,"[Softdrink,Hotdog]"
394,Pece Ravi,30,A10,null,null,16-Feb,A,[Softdrink]
259,Pece Ravi,30,A10,null,null,4-Feb,A,"[Softdrink,Hotdog,Book,Beer]"
148,Marcy Ruthie,21,A10,null,null,25-Feb,A,"[Softdrink,Hotdog]"
517,Sanjana Pooja,21,A10,C,Warning,24-Feb,A,"[Hotdog,Beer]"
300,Ibrahim Gerarda,29,A10,null,null,8-Feb,A,"[Softdrink,Hotdog,Beer]"
408,Justina Marisa,38,A10,null,null,17-Feb,A,"[Softdrink,Beer]"
343,Karter Eppie,32,A10,null,null,12-Feb,A,"[Softdrink,Hotdog]"
477,Sanjana Pooja,21,A10,B,Warning,23-Jan,A,"[Hotdog,Beer]"
380,Melville Brenden,37,A10,null,null,15-Feb,A,"[Softdrink,Book,Beer]"
58,Rebekah Sharlene,40,A10,null,null,25-Jan,A,"[Softdrink,Hotdog]"
280,Mikayla Nevil,24,A10,null,null,6-Feb,A,"[Softdrink,Hotdog]"
511,Sanjana Pooja,21,A10,A,Warning,19-Feb,A,[Beer]
511,Sanjana Pooja,21,A10,C,Fight,19-Feb,A,[Beer]
245,Gertie Cierra,33,A10,null,null,3-Feb,A,"[Softdrink,Hotdog]"
